yelpid,closed,scrapedurl,name,rating,review,verified,pricerange,categorylist,photos,phone,address,morebusinessinfo,openingtimes,lat,lng,seg
nicoletta-pizzeria-new-york,True,https://www.yelp.com/biz/nicoletta-pizzeria-new-york,Nicoletta Pizzeria,3.8,285,Claimed,$$,"Pizza, Italian",283,(212) 432-1600,"160 2nd Ave New York, NY 10003","Offers Delivery, Offers Takeout, No Reservations, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Outdoor Seating, Classy, Casual, Moderate Noise, Casual Dress, Offers Catering, Good for Groups, Good For Kids, Good for Dinner, Street Parking, Full Bar, Wheelchair Accessible, TV, Gender-neutral restrooms, Open to All, No Waiter Service, No Wi-Fi, Bike Parking",Mon: 12:00 PM - 11:00 PM | Tue: 12:00 PM - 11:00 PM | Wed: 12:00 PM - 11:00 PM | Thu: 12:00 PM - 11:00 PM | Fri: 12:00 PM - 12:00 AM (Next day) | Sat: 12:00 PM - 12:00 AM (Next day) | Sun: 12:00 PM - 11:00 PM,,,8
agua-fresca-new-york,True,https://www.yelp.com/biz/agua-fresca-new-york,Agua Fresca,4.2,99,Claimed,$$,"Mexican, Latin American",66,(212) 996-2500,"207 E 117th St New York, NY 10035","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Intimate, Quiet, Offers Catering, Good for Groups, Good For Kids, Street Parking, Private Lot Parking, Free Wi-Fi, Beer & Wine Only, No Outdoor Seating, No TV, No Bike Parking",Mon: 11:00 AM - 10:00 PM | Tue: 11:00 AM - 10:00 PM | Wed: 11:00 AM - 10:00 PM | Thu: 11:00 AM - 10:00 PM | Fri: 11:00 AM - 11:00 PM | Sat: 11:00 AM - 11:00 PM | Sun: 11:00 AM - 10:00 PM,,,8
lukes-lobster-east-village-new-york,True,https://www.yelp.com/biz/lukes-lobster-east-village-new-york,Luke's Lobster East Village,4.2,1503,Claimed,$$,Seafood,934,(212) 387-8487,"93 E 7th St New York, NY 10009","Offers Delivery, Offers Takeout, No Reservations, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Classy, Casual, Moderate Noise, Offers Catering, Good for Lunch, Street Parking, Wheelchair Accessible, No Outdoor Seating, Not Good For Groups, Not Good For Kids, No Waiter Service, No Wi-Fi, No Alcohol, Dogs Not Allowed, No TV, Bike Parking",Mon: 11:00 AM - 10:00 PM | Tue: 11:00 AM - 10:00 PM | Wed: 11:00 AM - 10:00 PM | Thu: 11:00 AM - 10:00 PM | Fri: 11:00 AM - 11:00 PM | Sat: 11:00 AM - 11:00 PM | Sun: 11:00 AM - 10:00 PM,,,8
saraghina-brooklyn,False,https://www.yelp.com/biz/saraghina-pizzeria-brooklyn-2,Saraghina Pizzeria,3.9,1040,Claimed,$$,"Pizza, Italian, Bars",702,(718) 574-0010,"350 Lewis Ave Brooklyn, NY 11233","Takes Reservations, Offers Delivery, Offers Takeout, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Outdoor Seating, Casual, Moderate Noise, Casual Dress, Good for Groups, Good For Kids, Good for Dinner, Street Parking, Waiter Service, Free Wi-Fi, Best nights on Friday, Saturday, Happy Hour Specials, Full Bar, Wheelchair Accessible, Gender-neutral restrooms, Heated Outdoor Seating, Covered Outdoor Seating, Offers Catering, No Smoking, No Drive-Thru, Dogs Not Allowed, No TV, No Private Dining, Bike Parking, Provides reusable tableware",Mon: 5:00 PM - 10:00 PM | Tue: 5:00 PM - 10:00 PM | Wed: 5:00 PM - 10:00 PM | Thu: 5:00 PM - 10:00 PM | Fri: 5:00 PM - 10:00 PM | Sat: 10:00 AM - 10:00 PM | Sun: 10:00 AM - 10:00 PM,,,8
ruffian-wine-bar-and-chefs-table-new-york,False,https://www.yelp.com/biz/ruffian-new-york-4,Ruffian,4.6,274,Claimed,$$$,"Wine Bars, Tapas/Small Plates, Vegetarian",408,NA,"125 E 7th St New York, NY 10009","Health Score A, Offers Delivery, Offers Takeout, Walk-ins Welcome, No Reservations, Accepts Credit Cards, Accepts Apple Pay, Accepts Cryptocurrency, Outdoor Seating, Romantic, Intimate, Classy, Moderate Noise, Casual Dress, Offers Catering, Waiter Service, Best nights on Wednesday, Thursday, Friday, Happy Hour Specials, Beer & Wine Only, Gender-neutral restrooms, Heated Outdoor Seating, Covered Outdoor Seating, Not Good For Groups, Not Good For Kids, Not Good For Dancing, No Wi-Fi, No Smoking, Dogs Not Allowed, Not Wheelchair Accessible, No TV, No Bike Parking",Mon: 5:00 PM - 11:30 PM | Tue: 5:00 PM - 11:30 PM | Wed: 5:00 PM - 11:30 PM | Thu: 5:00 PM - 11:30 PM | Fri: 5:00 PM - 11:30 PM | Sat: 3:00 PM - 11:30 PM | Sun: 3:00 PM - 10:30 PM,,,8
the-william-new-york,False,https://www.yelp.com/biz/the-william-new-york,The William,4.0,56,Claimed,$$,Hotels,28,(646) 922-8600,"24 E 39th St New York, NY 10016","Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Free Wi-Fi, Open to All, Dogs Not Allowed",Mon: Open 24 hours | Tue: Open 24 hours | Wed: Open 24 hours | Thu: Open 24 hours | Fri: Open 24 hours | Sat: Open 24 hours | Sun: Open 24 hours,,,8
kichin-brooklyn,True,https://www.yelp.com/biz/kichin-at-babys-all-right-brooklyn-2,Kichin at Baby's All Right,4.2,6,Claimed,NA,Korean,10,(929) 295-8028,"146 Broadway Brooklyn, NY 11211","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Offers Catering, Street Parking, Free Wi-Fi, Full Bar, Wheelchair Accessible, No Outdoor Seating, Dogs Not Allowed, No TV, Bike Parking","Mon: 12:00 PM - 4:00 PM, 6:00 PM - 10:00 PM | Tue: 12:00 PM - 4:00 PM, 6:00 PM - 10:00 PM | Wed: 12:00 PM - 4:00 PM, 6:00 PM - 10:00 PM | Thu: 12:00 PM - 4:00 PM, 6:00 PM - 10:00 PM | Fri: 12:00 PM - 4:00 PM, 6:00 PM - 11:00 PM | Sat: 6:00 PM - 11:00 PM | Sun: 6:00 PM - 10:00 PM",,,8
machiavelli-new-york,True,https://www.yelp.com/biz/machiavelli-new-york,Machiavelli,3.5,243,Claimed,$$$,Italian,136,(212) 724-2658,"519 Columbus Ave New York, NY 10024","Takes Reservations, Offers Takeout, No Delivery, Accepts Credit Cards, Outdoor Seating, Moderate Noise, Casual Dress, Good for Groups, Good For Kids, Good for Dinner, Street Parking, Full Bar, Offers Catering, No Wi-Fi, No TV, Bike Parking",Mon: 8:00 AM - 1:00 AM (Next day) | Tue: 8:00 AM - 1:00 AM (Next day) | Wed: 8:00 AM - 1:00 AM (Next day) | Thu: 8:00 AM - 2:00 AM (Next day) | Fri: 8:00 AM - 2:00 AM (Next day) | Sat: 8:00 AM - 2:00 AM (Next day) | Sun: 8:00 AM - 1:00 AM (Next day),,,8
dbgb-kitchen-and-bar-new-york,True,https://www.yelp.com/biz/dbgb-kitchen-and-bar-new-york,DBGB Kitchen and Bar,3.6,1330,Claimed,$$$,Gastropubs,>1000,(212) 933-5300,"299 Bowery New York, NY 10003","Takes Reservations, Offers Takeout, No Delivery, Accepts Credit Cards, Outdoor Seating, Trendy, Moderate Noise, Good for Groups, Good for Dinner, Street Parking, Waiter Service, Full Bar, Wheelchair Accessible, Gender-neutral restrooms, Offers Catering, Not Good For Kids, No Wi-Fi, No TV, Bike Parking","Mon: 5:00 PM - 11:00 PM | Tue: 5:00 PM - 12:00 AM (Next day) | Wed: 5:00 PM - 12:00 AM (Next day) | Thu: 5:00 PM - 12:00 AM (Next day) | Fri: 12:00 PM - 3:00 PM, 5:00 PM - 1:00 AM (Next day) | Sat: 11:00 AM - 3:00 PM, 5:00 PM - 1:00 AM (Next day) | Sun: 11:00 AM - 3:00 PM, 5:00 PM - 11:00 PM",,,8
606-r-and-d-brooklyn,True,https://www.yelp.com/biz/606-r-and-d-brooklyn,606 R&D,3.4,130,Claimed,$$,New American,36,(718) 230-0125,"606 Vanderbilt Ave Brooklyn, NY 11238","Takes Reservations, No Delivery, No Takeout, Accepts Credit Cards, Outdoor Seating, Casual, Moderate Noise, Offers Catering, Good For Kids, Street Parking, Full Bar, Not Good For Groups, No Wi-Fi, No TV, Bike Parking",Mon: 4:30 PM - 10:00 PM | Tue: 4:30 PM - 10:00 PM | Wed: 4:30 PM - 10:00 PM | Thu: 4:30 PM - 10:00 PM | Fri: 4:30 PM - 11:00 PM | Sat: 10:00 AM - 11:00 PM | Sun: 10:00 AM - 9:00 PM,,,8
box-kite-coffee-new-york-2,True,https://www.yelp.com/biz/box-kite-coffee-new-york-2,Box Kite Coffee,4.3,117,Claimed,$,"Coffee & Tea, Breakfast & Brunch, Donuts",244,(212) 574-8201,"115 St Marks Pl New York, NY 10009","Offers Takeout, No Delivery, Accepts Credit Cards, Good for Working, Street Parking, Free Wi-Fi, No Outdoor Seating, Not Good For Groups, Not Good For Kids, No TV, Bike Parking",Mon: 7:00 AM - 7:00 PM | Tue: 7:00 AM - 7:00 PM | Wed: 7:00 AM - 7:00 PM | Thu: 7:00 AM - 7:00 PM | Fri: 7:00 AM - 8:00 PM | Sat: 8:00 AM - 8:00 PM | Sun: 8:00 AM - 8:00 PM,,,8
fedora-new-york-2,True,https://www.yelp.com/biz/fedora-new-york-2,Fedora,4.0,360,Claimed,$$$,"New American, French, Bars",194,(646) 449-9336,"239 W 4th St New York, NY 10014","Takes Reservations, No Delivery, No Takeout, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Classy, Loud, Casual Dress, Good for Dinner, Street Parking, Waiter Service, Free Wi-Fi, Best nights on Thursday, Friday, Saturday, Full Bar, Gender-neutral restrooms, No Outdoor Seating, Offers Catering, Not Good For Groups, Not Good For Kids, No Pool Table, No Smoking, Dogs Not Allowed, Not Wheelchair Accessible, No TV, Bike Parking",Mon: 5:30 PM - 10:00 PM | Tue: 5:30 PM - 11:00 PM | Wed: 5:30 PM - 11:00 PM | Thu: 5:30 PM - 12:00 AM (Next day) | Fri: 5:30 PM - 1:30 AM (Next day) | Sat: 5:30 PM - 1:30 AM (Next day) | Sun: 5:30 PM - 10:00 PM,,,8
arlington-club-new-york-2,True,https://www.yelp.com/biz/the-lexington-club-new-york,The Lexington Club,3.0,254,Claimed,$$$$,Steakhouses,99,(212) 249-5700,"1032 Lexington Ave New York, NY 10021","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Accepts Apple Pay, Accepts Cryptocurrency, Upscale, Moderate Noise, Dressy, Offers Catering, Good for Groups, Good for Dinner, Street Parking, Free Wi-Fi, Full Bar, TV, No Outdoor Seating, Not Good For Kids, Bike Parking",Mon: 4:00 PM - 10:00 PM | Tue: 4:00 PM - 11:00 PM | Wed: 4:00 PM - 11:00 PM | Thu: 4:00 PM - 11:00 PM | Fri: 4:00 PM - 11:00 PM | Sat: 4:00 PM - 11:00 PM | Sun: 4:00 PM - 10:00 PM,,,8
barbuto-new-york,True,https://www.yelp.com/biz/barbuto-new-york,Barbuto,3.8,885,Claimed,$$$,"Italian, New American",735,(212) 924-9700,"775 Washington St New York, NY 10014","Takes Reservations, Offers Takeout, No Delivery, Accepts Credit Cards, Accepts Apple Pay, Outdoor Seating, Classy, Casual, Loud, Casual Dress, Good for Groups, Good for Dinner, Street Parking, Free Wi-Fi, Full Bar, Gender-neutral restrooms, Offers Catering, Not Good For Kids, No TV, No Bike Parking","Mon: 12:00 PM - 3:30 PM, 5:30 PM - 11:00 PM | Tue: 12:00 PM - 3:30 PM, 5:30 PM - 11:00 PM | Wed: 12:00 PM - 3:30 PM, 5:30 PM - 11:00 PM | Thu: 12:00 PM - 3:30 PM, 5:30 PM - 11:00 PM | Fri: 12:00 PM - 3:30 PM, 5:30 PM - 12:00 AM (Next day) | Sat: 11:30 AM - 3:30 PM, 5:30 PM - 12:00 AM (Next day) | Sun: 11:30 AM - 3:30 PM, 5:30 PM - 10:00 PM",,,8
tenpenny-new-york,True,https://www.yelp.com/biz/tenpenny-new-york,Tenpenny,3.5,83,Claimed,$$$,New American,46,(212) 490-8300,"16 E 46th St New York, NY 10017","Takes Reservations, No Delivery, No Takeout, Accepts Credit Cards, Intimate, Moderate Noise, Offers Catering, Good for Groups, Full Bar, No Outdoor Seating, Not Good For Kids, No Wi-Fi, No TV, Bike Parking",Mon: 7:00 AM - 11:00 PM | Tue: 7:00 AM - 11:00 PM | Wed: 7:00 AM - 11:00 PM | Thu: 7:00 AM - 11:00 PM | Fri: 7:00 AM - 11:00 PM | Sat: 7:00 AM - 11:00 PM | Sun: 7:00 AM - 10:30 AM,,,8
cafe-kiev-brooklyn,True,https://www.yelp.com/biz/cafe-kiev-brooklyn,Cafe Kiev,3.9,28,Claimed,$$,"Ukrainian, Russian",46,(718) 336-8800,"1739 W 7th St Brooklyn, NY 11223","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Casual, Quiet, Offers Catering, Good for Groups, Good For Kids, Street Parking, Free Wi-Fi, TV, No Outdoor Seating, No Alcohol, No Bike Parking",Mon: 11:00 AM - 9:00 PM | Tue: 11:00 AM - 9:00 PM | Wed: 11:00 AM - 9:00 PM | Thu: 11:00 AM - 9:00 PM | Fri: 11:00 AM - 9:00 PM | Sat: 11:00 AM - 9:00 PM | Sun: 11:00 AM - 9:00 PM,,,8
areperia-arepa-lady-jackson-heights,False,https://www.yelp.com/biz/arepa-lady-jackson-heights-4,Arepa Lady,4.5,566,Claimed,$$,Colombian,726,(917) 745-1111,"77-17 37th Ave Jackson Heights, NY 11372","Health Score A, Offers Delivery, Offers Takeout, No Reservations, Vegan Options, Limited Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Outdoor Seating, Casual, Moderate Noise, Good for Groups, Good For Kids, Good for Lunch, Late Night, Street Parking, Waiter Service, Beer & Wine Only, Wheelchair Accessible, Gender-neutral restrooms, Offers Catering, No Wi-Fi, No Happy Hour, Dogs Not Allowed, No TV, Bike Parking",Mon: 12:00 PM - 10:00 PM | Tue: 12:00 PM - 10:00 PM | Wed: 12:00 PM - 10:00 PM | Thu: 12:00 PM - 10:00 PM | Fri: 12:00 PM - 11:00 PM | Sat: 12:00 PM - 11:00 PM | Sun: 12:00 PM - 10:00 PM,,,8
lumpia-shack-snackbar-new-york-2,True,https://www.yelp.com/biz/lumpia-shack-snackbar-new-york-2,Lumpia Shack Snackbar,3.9,174,Claimed,$$,"Filipino, Fast Food, New American",225,(917) 475-1621,"50 Greenwich Ave New York, NY 10011","Offers Delivery, Offers Takeout, No Reservations, Accepts Credit Cards, Accepts Apple Pay, Casual, Quiet, Offers Catering, Good For Kids, Good for Lunch, Dinner, Street Parking, Free Wi-Fi, No Outdoor Seating, Not Good For Groups, No Waiter Service, No Alcohol, No Drive-Thru, Not Wheelchair Accessible, No TV, Bike Parking",Mon: Closed | Tue: 12:00 PM - 9:00 PM | Wed: 12:00 PM - 9:00 PM | Thu: 12:00 PM - 9:00 PM | Fri: 12:00 PM - 9:00 PM | Sat: 12:00 PM - 9:00 PM | Sun: Closed,,,8
nix-new-york,True,https://www.yelp.com/biz/nix-new-york,Nix,4.1,544,Claimed,$$,"New American, Vegetarian, Vegan",>1000,(212) 498-9393,"72 University Pl New York, NY 10003","Takes Reservations, No Delivery, No Takeout, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Trendy, Classy, Moderate Noise, Good for Groups, Good for Dinner, Street Parking, Waiter Service, Full Bar, Gender-neutral restrooms, No Outdoor Seating, Offers Catering, Not Good For Kids, No Wi-Fi, Dogs Not Allowed, No TV, No Bike Parking","Mon: 5:30 PM - 11:00 PM | Tue: 5:30 PM - 11:00 PM | Wed: 5:30 PM - 11:00 PM | Thu: 5:30 PM - 11:00 PM | Fri: 5:00 PM - 11:00 PM | Sat: 10:30 AM - 2:30 PM, 5:00 PM - 11:00 PM | Sun: 10:30 AM - 2:30 PM, 5:00 PM - 10:00 PM",,,8
amali-new-york-3,False,https://www.yelp.com/biz/amali-new-york-3,Amali,3.9,511,Claimed,$$$,"Mediterranean, Italian, Venues & Event Spaces",717,(212) 339-8363,"115 E 60th St New York, NY 10022","Takes Reservations, Offers Delivery, Offers Takeout, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Apple Pay, Accepts Cryptocurrency, Outdoor Seating, Classy, Moderate Noise, Casual Dress, Offers Catering, Good for Groups, Good for Dinner, Garage Parking, Street Parking, Waiter Service, Free Wi-Fi, Happy Hour Specials, Full Bar, Wheelchair Accessible, Gender-neutral restrooms, Women-owned, Heated Outdoor Seating, Not Good For Kids, No Drive-Thru, Dogs Not Allowed, No TV, Bike Parking, Provides reusable tableware","Mon: 12:00 PM - 3:00 PM, 5:00 PM - 9:30 PM | Tue: 12:00 PM - 3:00 PM, 5:00 PM - 10:30 PM | Wed: 12:00 PM - 3:00 PM, 5:00 PM - 10:30 PM | Thu: 12:00 PM - 3:00 PM, 5:00 PM - 10:30 PM | Fri: 12:00 PM - 3:00 PM, 5:00 PM - 10:30 PM | Sat: 12:00 PM - 10:30 PM | Sun: 12:00 PM - 9:30 PM",,,8
freeks-mill-gowanus,True,https://www.yelp.com/biz/freeks-mill-gowanus,Freek's Mill,3.7,189,Unclaimed,$$$,"Desserts, New American, Breakfast & Brunch",244,(718) 852-3000,"285 Nevins St Gowanus, NY 11217","Takes Reservations, No Delivery, No Takeout, Vegan Options, Accepts Credit Cards, Trendy, Classy, Moderate Noise, Good for Groups, Good for Dinner, Street Parking, Waiter Service, Full Bar, No Outdoor Seating, Offers Catering, Not Good For Kids, No Wi-Fi, No TV, No Bike Parking","Mon: Closed | Tue: 5:30 PM - 10:30 PM | Wed: 5:30 PM - 10:30 PM | Thu: 5:30 PM - 10:30 PM | Fri: 5:30 PM - 12:00 AM (Next day) | Sat: 11:00 AM - 3:00 PM, 5:30 PM - 12:00 AM (Next day) | Sun: 11:00 AM - 3:00 PM, 5:30 PM - 10:30 PM",,,8
mas-farmhouse-new-york,True,https://www.yelp.com/biz/mas-farmhouse-new-york,Mas Farmhouse,4.2,472,Claimed,$$$$,"New American, French, Seafood",327,(212) 255-1790,"39 Downing St New York, NY 10014","Takes Reservations, No Delivery, No Takeout, Accepts Credit Cards, Accepts Apple Pay, Romantic, Intimate, Classy, Moderate Noise, Dressy, Good for Groups, Street Parking, Full Bar, No Outdoor Seating, Offers Catering, Not Good For Kids, No Wi-Fi, No TV, Bike Parking",Mon: Closed | Tue: 6:00 PM - 10:30 PM | Wed: 6:00 PM - 10:30 PM | Thu: 6:00 PM - 10:30 PM | Fri: 6:00 PM - 10:30 PM | Sat: 6:00 PM - 10:30 PM | Sun: Closed,,,8
bk-jani-bushwick,False,https://www.yelp.com/biz/bk-jani-brooklyn-3,BK JANI,4.2,427,Claimed,$$,"Pakistani, Burgers, Halal",402,(347) 460-5110,"679 Grand St Brooklyn, NY 11211","Health Score B, Offers Delivery, Offers Takeout, No Reservations, Vegan Options, Accepts Credit Cards, Accepts Apple Pay, Accepts Android Pay, Outdoor Seating, Hipster, Casual, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Good for Lunch, Dinner, Street Parking, Free Wi-Fi, Offers Military Discount, Heated Outdoor Seating, No Waiter Service, No Happy Hour, No Alcohol, Dogs Not Allowed, Not Wheelchair Accessible, No TV, Bike Parking",Mon: Closed | Tue: 5:00 PM - 9:30 PM | Wed: 5:00 PM - 9:30 PM | Thu: 5:00 PM - 9:30 PM | Fri: 5:00 PM - 9:30 PM | Sat: 12:30 PM - 9:30 PM | Sun: 12:30 PM - 9:30 PM,,,8
onegin-new-york-4,True,https://www.yelp.com/biz/onegin-new-york-4,Onegin,3.7,344,Claimed,$$$,Russian,307,(212) 924-8001,"391 6th Ave New York, NY 10014","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Accepts Apple Pay, Upscale, Moderate Noise, Offers Catering, Good for Groups, Good for Dinner, Street Parking, Free Wi-Fi, Full Bar, No Outdoor Seating, Not Good For Kids, No TV, Bike Parking",Mon: 12:00 PM - 1:00 AM (Next day) | Tue: 12:00 PM - 1:00 AM (Next day) | Wed: 12:00 PM - 1:00 AM (Next day) | Thu: 12:00 PM - 1:00 AM (Next day) | Fri: 12:00 PM - 2:00 AM (Next day) | Sat: 12:00 PM - 2:00 AM (Next day) | Sun: 12:00 PM - 12:00 AM (Next day),,,8
onomea-brooklyn,True,https://www.yelp.com/biz/onomea-brooklyn,Onomea,4.0,197,Claimed,$$,Hawaiian,274,(347) 844-9559,"84 Havemeyer St Brooklyn, NY 11211","Offers Takeout, No Reservations, No Delivery, Accepts Credit Cards, Accepts Apple Pay, Accepts Android Pay, Casual, Classy, Moderate Noise, Good for Groups, Good For Kids, Good for Dinner, Street Parking, Full Bar, Gender-neutral restrooms, No Outdoor Seating, Offers Catering, No Wi-Fi, No TV, Bike Parking",Mon: Closed | Tue: 5:00 PM - 11:00 PM | Wed: 5:00 PM - 11:00 PM | Thu: 5:00 PM - 11:00 PM | Fri: 5:00 PM - 11:00 PM | Sat: 11:00 AM - 11:00 PM | Sun: 11:00 AM - 10:00 PM,,,8
villard-new-york-4,False,https://www.yelp.com/biz/villard-restaurant-new-york,Villard Restaurant,3.4,35,Claimed,$$$,"New American, Breakfast & Brunch",56,(212) 891-8100,"455 Madison Avenue At 50th St New York, NY 10022","Takes Reservations, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Classy, Moderate Noise, Good for Groups, Good For Kids, Good for Brunch, Waiter Service, Full Bar, TV, Offers Catering, No Bike Parking",Mon: 6:30 AM - 11:00 AM | Tue: 6:30 AM - 11:00 AM | Wed: 6:30 AM - 11:00 AM | Thu: 6:30 AM - 11:00 AM | Fri: 6:30 AM - 11:00 AM | Sat: 6:30 AM - 12:00 PM | Sun: 6:30 AM - 12:00 PM,,,8
wisefish-pok%c3%a9-new-york,True,https://www.yelp.com/biz/wisefish-pok%c3%a9-new-york,Wisefish Poké,3.9,415,Claimed,$$,"Poke, Asian Fusion",435,(212) 367-7653,"263 W 19th St New York, NY 10011","Offers Takeout, No Reservations, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Apple Pay, Accepts Android Pay, Classy, Casual, Moderate Noise, Offers Catering, Good For Kids, Good for Lunch, Dinner, Street Parking, No Outdoor Seating, Not Good For Groups, No Waiter Service, No Wi-Fi, No Alcohol, No TV, No Bike Parking",Mon: 11:30 AM - 9:30 PM | Tue: 11:30 AM - 9:30 PM | Wed: 11:30 AM - 9:30 PM | Thu: 11:30 AM - 9:30 PM | Fri: 11:30 AM - 9:30 PM | Sat: 11:30 AM - 9:30 PM | Sun: 11:30 AM - 9:30 PM,,,8
chevalier-new-york,True,https://www.yelp.com/biz/chevalier-new-york,Chevalier,3.8,48,Claimed,$$$$,"French, Wine Bars",92,(212) 790-8869,"Baccarat Hotels 28 W 53 St New York, NY 10019","Takes Reservations, No Delivery, No Takeout, Accepts Credit Cards, Accepts Apple Pay, Upscale, Quiet, Dressy, Good for Groups, Good for Dinner, Valet Parking, Waiter Service, Free Wi-Fi, Full Bar, No Outdoor Seating, Offers Catering, Not Good For Kids, Not Good For Dancing, No Smoking, Dogs Not Allowed, No TV, No Bike Parking","Mon: 12:00 PM - 2:30 PM, 5:00 PM - 10:30 PM | Tue: 12:00 PM - 2:30 PM, 5:00 PM - 10:30 PM | Wed: 12:00 PM - 2:30 PM, 5:00 PM - 10:30 PM | Thu: 12:00 PM - 2:30 PM, 5:00 PM - 10:30 PM | Fri: 12:00 PM - 2:30 PM, 5:00 PM - 10:30 PM | Sat: 5:00 PM - 10:30 PM | Sun: Closed",,,8
hecho-en-dumbo-new-york,True,https://www.yelp.com/biz/hecho-en-dumbo-new-york,Hecho en Dumbo,3.6,395,Claimed,$$,"Mexican, Tapas/Small Plates",223,(212) 937-4245,"354 Bowery New York, NY 10012","Offers Delivery, Offers Takeout, No Reservations, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Trendy, Moderate Noise, Good for Groups, Good for Dinner, Street Parking, Free Wi-Fi, Full Bar, Gender-neutral restrooms, No Outdoor Seating, Offers Catering, Not Good For Kids, No TV, Bike Parking",Mon: 5:00 PM - 11:30 PM | Tue: 5:00 PM - 11:30 PM | Wed: 5:00 PM - 11:30 PM | Thu: 5:00 PM - 11:30 PM | Fri: 5:00 PM - 12:00 AM (Next day) | Sat: 11:30 AM - 12:00 AM (Next day) | Sun: 11:30 AM - 11:00 PM,,,8
tastings-social-presents-mountain-bird-new-york-3,True,https://www.yelp.com/biz/mountain-bird-new-york-4,Mountain Bird,4.5,212,Claimed,$$$,"French, New American, Wine Bars",393,NA,"2162 2nd Ave New York, NY 10029","Takes Reservations, Offers Delivery, Offers Takeout, Limited Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Outdoor Seating, Romantic, Intimate, Classy, Moderate Noise, Casual Dress, Offers Catering, Good for Dinner, Street Parking, Waiter Service, Beer & Wine Only, Wheelchair Accessible, Gender-neutral restrooms, Not Good For Groups, Not Good For Kids, No Wi-Fi, No Happy Hour, No Smoking, Dogs Not Allowed, No TV, Bike Parking",Mon: Closed | Tue: Closed | Wed: 5:00 PM - 10:00 PM | Thu: 5:00 PM - 10:00 PM | Fri: 5:00 PM - 10:00 PM | Sat: 5:00 PM - 10:00 PM | Sun: 5:00 PM - 10:00 PM,,,8
the-wright-new-york,False,https://www.yelp.com/biz/the-wright-new-york,The Wright,3.3,74,Claimed,$$$,New American,70,(212) 427-5690,"1071 5th Ave New York, NY 10128","Takes Reservations, Offers Delivery, Offers Takeout, Many Vegetarian Options, Accepts Credit Cards, Classy, Quiet, Good for Lunch, Street Parking, Waiter Service, Free Wi-Fi, Full Bar, TV, No Outdoor Seating, Offers Catering, Not Good For Groups, Not Good For Kids, Bike Parking",Mon: 10:30 AM - 5:00 PM | Tue: 10:30 AM - 5:00 PM | Wed: 10:30 AM - 5:00 PM | Thu: 10:30 AM - 5:00 PM | Fri: 10:30 AM - 5:00 PM | Sat: 10:30 AM - 5:00 PM | Sun: 10:30 AM - 5:00 PM,,,8
gazalas-new-york-23,True,https://www.yelp.com/biz/gazala-place-new-york-3,Gazala Place,3.5,376,Claimed,$$,"Middle Eastern, Mediterranean",112,(212) 245-0709,"709 9th Ave New York, NY 10019","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Casual, Moderate Noise, Casual Dress, Offers Catering, Good for Lunch, Dinner, Street Parking, Waiter Service, Gender-neutral restrooms, No Outdoor Seating, Not Good For Groups, Not Good For Kids, No Wi-Fi, No Alcohol, Not Wheelchair Accessible, No TV, Bike Parking",Mon: 10:00 AM - 9:00 PM | Tue: 10:00 AM - 9:00 PM | Wed: 10:00 AM - 9:00 PM | Thu: 10:00 AM - 9:00 PM | Fri: 10:00 AM - 9:00 PM | Sat: 10:00 AM - 9:00 PM | Sun: 10:00 AM - 9:00 PM,,,8
